t_stat,p_value,CI_1,CI_5,CI_10,i,j,i_sybl,j_sybl,i_sect,j_sect
-6.965126899088043,1.0387201789301796e-08,-3.8986286550879896,-3.337350583721236,-3.0452971626202245,16,194,AES,GRMN,Utilities,Consumer Discretionary
-6.932298641772492,1.2426376704920232e-08,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,72,258,CAG,LEG,Consumer Staples,Consumer Discretionary
-6.916941134266013,1.3511223017467715e-08,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,83,313,CHD,NKE,Consumer Staples,Consumer Discretionary
-6.902399289182524,1.4624272134619674e-08,-3.8997821102580312,-3.3379934695679654,-3.0457433016061866,19,426,AIG,ULTA,Financials,Consumer Discretionary
-6.825819382029104,2.2154953253347456e-08,-3.8994128758613473,-3.3377877028901564,-3.0456005119954295,406,447,TDG,WEC,Industrials,Utilities
-6.823310428263223,2.2457543599847016e-08,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,65,286,BLL,MKC,Materials,Consumer Staples
-6.73595816802054,3.595119680528248e-08,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,103,286,COST,MKC,Consumer Staples,Consumer Staples
-6.70873115026533,4.160045102171107e-08,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,382,EQIX,SHW,Real Estate,Materials
-6.609628482869625,7.055439116547894e-08,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,191,356,GPC,PSA,Consumer Discretionary,Real Estate
-6.524298360384412,1.1076377870877852e-07,-3.8996621502308186,-3.337926621277175,-3.045696913442001,70,118,C,DAL,Financials,Industrials
-6.517359232968214,1.1488321989767947e-07,-3.898225750323183,-3.3371259602285184,-3.0451412717218918,38,372,ANSS,RMD,Information Technology,Health Care
-6.511111800641798,1.1872044361832914e-07,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,16,149,AES,EQIX,Utilities,Real Estate
-6.501784840057283,1.2468431991942562e-07,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,459,EQIX,XEL,Real Estate,Utilities
-6.483600192272376,1.3716956003479484e-07,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,301,EQIX,MTD,Real Estate,Health Care
-6.447212255586883,1.659467309986767e-07,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,83,152,CHD,ES,Consumer Staples,Utilities
-6.44499469700165,1.6788023891985897e-07,-3.899884056910095,-3.3380502775919707,-3.045782722129985,70,348,C,PM,Financials,Consumer Staples
-6.381577457074677,2.3355698937753938e-07,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,89,149,CLX,EQIX,Consumer Staples,Real Estate
-6.338706267301549,2.9160672113970757e-07,-3.8994128758613473,-3.3377877028901564,-3.0456005119954295,406,440,TDG,VRSN,Industrials,Information Technology
-6.334047713856249,2.987081092372924e-07,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,308,EQIX,NEE,Real Estate,Utilities
-6.325694970094598,3.1186732128917813e-07,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,86,143,CI,EFX,Health Care,Industrials
-6.272490337982266,4.100481755038942e-07,-3.8994128758613473,-3.3377877028901564,-3.0456005119954295,406,459,TDG,XEL,Industrials,Utilities
-6.221891516327476,5.311735870424332e-07,-3.8980199184517477,-3.3370111944989236,-3.0450616210834043,330,379,ORLY,SBUX,Consumer Discretionary,Consumer Discretionary
-6.209804479524566,5.649278221153463e-07,-3.8997821102580312,-3.3379934695679654,-3.0457433016061866,284,426,MGM,ULTA,Consumer Discretionary,Consumer Discretionary
-6.154436648902889,7.483207675508655e-07,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,103,149,COST,EQIX,Consumer Staples,Real Estate
-6.139709937123909,8.061784730094919e-07,-3.899001883373866,-3.337558633684937,-3.045441546472914,281,418,MDLZ,TWX,Consumer Staples,Consumer Discretionary
-6.121981976795994,8.816415531990621e-07,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,43,149,APD,EQIX,Materials,Real Estate
-6.12079412284717,8.869374696971713e-07,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,143,215,EFX,HRL,Industrials,Consumer Staples
-6.118527366215191,8.971298960799476e-07,-3.8980144672783323,-3.337008154972979,-3.045059511547745,236,278,ITW,MCHP,Industrials,Information Technology
-6.105894494247563,9.560629119714192e-07,-3.897954169895104,-3.3369745332952276,-3.0450361768792544,152,374,ES,ROP,Utilities,Industrials
-6.06338320682293,1.1834844755381595e-06,-3.8996898783919915,-3.3379420731776883,-3.0457076360521183,70,407,C,TEL,Financials,Information Technology
-6.0625307880441754,1.188546026298653e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,152,286,ES,MKC,Utilities,Consumer Staples
-6.058598501191091,1.2121701921997364e-06,-3.8994128758613473,-3.3377877028901564,-3.0456005119954295,286,406,MKC,TDG,Consumer Staples,Industrials
-6.022939733057524,1.448395516778761e-06,-3.89869722052817,-3.337388806458353,-3.0453236890313424,7,447,ACN,WEC,Information Technology,Utilities
-5.9852241572052,1.7470258618243302e-06,-3.8994128758613473,-3.3377877028901564,-3.0456005119954295,103,406,COST,TDG,Consumer Staples,Industrials
-5.984385922443539,1.7543019905815994e-06,-3.8986392029452417,-3.337356463828109,-3.0453012433987374,16,192,AES,GPN,Utilities,Information Technology
-5.979426092792251,1.7979629826182186e-06,-3.8994128758613473,-3.3377877028901564,-3.0456005119954295,35,406,AMT,TDG,Real Estate,Industrials
-5.956197833298972,2.0169345962196465e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,43,65,APD,BLL,Materials,Materials
-5.944804030081933,2.1336333953483193e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,152,313,ES,NKE,Utilities,Consumer Discretionary
-5.93000543929477,2.295060065473756e-06,-3.8980199184517477,-3.3370111944989236,-3.0450616210834043,83,330,CHD,ORLY,Consumer Staples,Consumer Discretionary
-5.92743677166171,2.324265535799201e-06,-3.8979205987399563,-3.3369558137874358,-3.045023184806428,124,222,DHR,IDXX,Health Care,Health Care
-5.920767440213945,2.401794760253986e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,199,223,HAS,IFF,Consumer Discretionary,Materials
-5.901787337735523,2.636466504056996e-06,-3.897954169895104,-3.3369745332952276,-3.0450361768792544,265,374,LNT,ROP,Utilities,Industrials
-5.896547507978339,2.705089075097741e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,387,425,SNA,UHS,Consumer Discretionary,Health Care
-5.887320064921332,2.830183551397303e-06,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,236,EQIX,ITW,Real Estate,Industrials
-5.8866887023593915,2.838945556729678e-06,-3.8982729722980025,-3.3371522886168656,-3.045159544162207,218,251,HSY,KMX,Consumer Staples,Consumer Discretionary
-5.859416661393618,3.243679646683869e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,342,392,PGR,SPGI,Financials,Financials
-5.846711978558,3.4508790182387208e-06,-3.897940478154175,-3.3369668987128915,-3.0450308781841526,44,265,APH,LNT,Information Technology,Utilities
-5.846584961369062,3.453014139925252e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,313,447,NKE,WEC,Consumer Discretionary,Utilities
-5.843744671117517,3.5010954656283153e-06,-3.8986879543247865,-3.3373836409414857,-3.0453201041946087,16,172,AES,FIS,Utilities,Information Technology
-5.840905914226659,3.5498009749274467e-06,-3.89815151780025,-3.3370845713465633,-3.045112546839617,308,372,NEE,RMD,Utilities,Health Care
-5.836323206415367,3.6298212649654566e-06,-3.89869722052817,-3.337388806458353,-3.0453236890313424,7,459,ACN,XEL,Information Technology,Utilities
-5.827380541320427,3.7910526128992725e-06,-3.8994128758613473,-3.3377877028901564,-3.0456005119954295,6,406,ABT,TDG,Health Care,Industrials
-5.823053555444252,3.871543951569991e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,13,342,ADSK,PGR,Information Technology,Financials
-5.819416267374181,3.940488219302032e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,414,434,TROW,VAR,Financials,Health Care
-5.815381838407894,4.018356074677642e-06,-3.8980199184517477,-3.3370111944989236,-3.0450616210834043,215,330,HRL,ORLY,Consumer Staples,Consumer Discretionary
-5.813204431098661,4.061001038909306e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,218,409,HSY,TIF,Consumer Staples,Consumer Discretionary
-5.809090687210797,4.142773021350702e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,223,387,IFF,SNA,Materials,Consumer Discretionary
-5.807370148483582,4.177445964227846e-06,-3.898174558718444,-3.3370974180942397,-3.045121462812116,240,365,JNJ,RE,Health Care,Financials
-5.805254272911381,4.2204726072174265e-06,-3.8985154261004937,-3.3372874606505394,-3.045253355142332,251,430,KMX,UPS,Consumer Discretionary,Industrials
-5.799966125161971,4.329899232332631e-06,-3.898180900352589,-3.337100953932046,-3.0451239167711486,216,356,HSIC,PSA,Health Care,Real Estate
-5.7959745156905695,4.4143173493297215e-06,-3.8996898783919915,-3.3379420731776883,-3.0457076360521183,70,120,C,DFS,Financials,Financials
-5.7941197384245555,4.454085837072747e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,351,399,PNW,SWK,Utilities,Consumer Discretionary
-5.791724302449109,4.5059619172937175e-06,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,453,EQIX,WMT,Real Estate,Consumer Staples
-5.765657550699947,5.109794828359395e-06,-3.8994128758613473,-3.3377877028901564,-3.0456005119954295,173,406,FISV,TDG,Information Technology,Industrials
-5.763146553219406,5.171947369522595e-06,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,447,EQIX,WEC,Real Estate,Utilities
-5.762115030720394,5.197691883813015e-06,-3.8986436279520915,-3.337358930627156,-3.0453029553495976,16,24,AES,ALGN,Utilities,Health Care
-5.753733287573221,5.41154498341368e-06,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,280,EQIX,MCO,Real Estate,Financials
-5.7421096793700945,5.7222987623738064e-06,-3.8994128758613473,-3.3377877028901564,-3.0456005119954295,378,406,SBAC,TDG,Real Estate,Industrials
-5.73437392069012,5.938637383719097e-06,-3.8985887203767784,-3.337328321145713,-3.0452817124183005,16,224,AES,ILMN,Utilities,Health Care
-5.714992237407988,6.516098737757052e-06,-3.898140621392496,-3.3370784958837088,-3.045108330306315,5,352,ABC,PPG,Health Care,Materials
-5.699003264850903,7.033146853903479e-06,-3.898180900352589,-3.337100953932046,-3.0451239167711486,216,384,HSIC,SJM,Health Care,Consumer Staples
-5.696634230672558,7.11306355833838e-06,-3.8985887203767784,-3.337328321145713,-3.0452817124183005,107,224,CSCO,ILMN,Information Technology,Health Care
-5.694820656543792,7.174836780674869e-06,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,13,149,ADSK,EQIX,Information Technology,Real Estate
-5.685841763484925,7.4884151644067305e-06,-3.8980199184517477,-3.3370111944989236,-3.0450616210834043,330,447,ORLY,WEC,Consumer Discretionary,Utilities
-5.682832614011904,7.596448661550993e-06,-3.8982729722980025,-3.3371522886168656,-3.045159544162207,117,251,D,KMX,Utilities,Consumer Discretionary
-5.674290181491805,7.91143313097018e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,219,382,HUM,SHW,Health Care,Materials
-5.6721179578772905,7.993526474263647e-06,-3.898352681472456,-3.3371967290902917,-3.0451903865905825,227,440,INTC,VRSN,Information Technology,Information Technology
-5.669176066958099,8.106024599030901e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,15,40,AEP,AON,Utilities,Financials
-5.659598936301055,8.48298347679635e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,89,266,CLX,LOW,Consumer Staples,Consumer Discretionary
-5.65693373516631,8.59087254960046e-06,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,266,EQIX,LOW,Real Estate,Consumer Discretionary
-5.650876460126265,8.841042228470385e-06,-3.8978546196071435,-3.3369190227185865,-3.044997650251042,99,178,COG,FLS,Energy,Industrials
-5.650300662440297,8.865187101549144e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,86,315,CI,NOC,Health Care,Industrials
-5.648808611064328,8.92805076691892e-06,-3.89815151780025,-3.3370845713465633,-3.045112546839617,103,372,COST,RMD,Consumer Staples,Health Care
-5.6412061028927045,9.255127698881162e-06,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,110,248,CTAS,KLAC,Industrials,Information Technology
-5.640805310087815,9.272688976737453e-06,-3.897958789505266,-3.3369771092043017,-3.0450379646582526,86,398,CI,STZ,Health Care,Consumer Staples
-5.640302634584467,9.294760010788162e-06,-3.897954169895104,-3.3369745332952276,-3.0450361768792544,15,374,AEP,ROP,Utilities,Industrials
-5.633874179946195,9.58154012275349e-06,-3.898112827271138,-3.3370629987296776,-3.0450975748499505,191,384,GPC,SJM,Consumer Discretionary,Consumer Staples
-5.620183872985238,1.0221116591905973e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,318,447,NSC,WEC,Industrials,Utilities
-5.620035769236128,1.0228256668874064e-05,-3.8979327067726395,-3.336962565335699,-3.045027870650164,62,449,BIIB,WHR,Health Care,Consumer Discretionary
-5.612162482962856,1.0614858616087733e-05,-3.899912448492969,-3.3380660979502736,-3.0457937002145856,51,406,AWK,TDG,Utilities,Industrials
-5.611960503623977,1.0624960190587426e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,6,103,ABT,COST,Health Care,Consumer Staples
-5.610907138824175,1.0677793027433634e-05,-3.8982729722980025,-3.3371522886168656,-3.045159544162207,251,338,KMX,PEP,Consumer Discretionary,Consumer Staples
-5.59691517029658,1.1404160878793783e-05,-3.8997821102580312,-3.3379934695679654,-3.0457433016061866,70,426,C,ULTA,Financials,Consumer Discretionary
-5.5934752381242605,1.1589932944334088e-05,-3.897954169895104,-3.3369745332952276,-3.0450361768792544,374,459,ROP,XEL,Industrials,Utilities
-5.586602736123832,1.1969888238816278e-05,-3.8998862243845864,-3.3380514853577425,-3.045783560225407,406,433,TDG,V,Industrials,Information Technology
-5.584011917556572,1.211623015879193e-05,-3.9096358565418967,-3.343474887006423,-3.049545396525957,61,285,BHF,MHK,Financials,Consumer Discretionary
-5.583161736030296,1.2164628604105738e-05,-3.8994128758613473,-3.3377877028901564,-3.0456005119954295,11,406,ADP,TDG,Information Technology,Industrials
-5.578494949038194,1.2433644896836319e-05,-3.8986879543247865,-3.3373836409414857,-3.0453201041946087,172,332,FIS,PAYX,Information Technology,Information Technology
-5.566717482212762,1.3138392605945714e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,372,EQIX,RMD,Real Estate,Health Care
-5.557493700300249,1.3717155899986811e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,86,399,CI,SWK,Health Care,Consumer Discretionary
-5.550369550829481,1.4180971095918512e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,74,434,CAT,VAR,Industrials,Health Care
-5.543054467908677,1.4672980468270818e-05,-3.8986851892807475,-3.3373820995429804,-3.045319034473029,450,459,WLTW,XEL,Financials,Utilities
-5.541748358957469,1.476254785800886e-05,-3.897973892438209,-3.336985530617513,-3.045043809434745,143,379,EFX,SBUX,Industrials,Consumer Discretionary
-5.521716828242561,1.6204242649546468e-05,-3.89815151780025,-3.3370845713465633,-3.045112546839617,6,372,ABT,RMD,Health Care,Health Care
-5.520706484798206,1.628045201442881e-05,-3.8985530668926947,-3.3373084449783144,-3.045267918335713,159,451,EW,WM,Health Care,Industrials
-5.519454584890972,1.6375362244848983e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,215,290,HRL,MNST,Consumer Staples,Consumer Staples
-5.512894001581167,1.6881545733481873e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,86,210,CI,HON,Health Care,Industrials
-5.507559550315177,1.7304236779946465e-05,-3.899884056910095,-3.3380502775919707,-3.045782722129985,284,348,MGM,PM,Consumer Discretionary,Consumer Staples
-5.501302664622111,1.7813052748686692e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,392,EQIX,SPGI,Real Estate,Financials
-5.496498714986101,1.821348985859312e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,142,399,ED,SWK,Utilities,Consumer Discretionary
-5.4866984465994735,1.9057527549834676e-05,-3.8980515356914767,-3.3370288238755594,-3.045073856458131,225,258,INCY,LEG,Health Care,Consumer Discretionary
-5.4854675735218,1.9166167546348925e-05,-3.8980515356914767,-3.3370288238755594,-3.045073856458131,25,225,ALK,INCY,Industrials,Health Care
-5.481130115155788,1.9553788666274676e-05,-3.89815151780025,-3.3370845713465633,-3.045112546839617,43,372,APD,RMD,Materials,Health Care
-5.47856024758224,1.9787005859507746e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,312,417,NI,TSN,Utilities,Consumer Staples
-5.474260752570263,2.01832039413138e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,47,149,ATVI,EQIX,Information Technology,Real Estate
-5.472049803720194,2.038991281565262e-05,-3.9005775666785336,-3.338436669704521,-3.046050840156639,269,456,LYB,WY,Materials,Real Estate
-5.4656856231612485,2.0996389931923258e-05,-3.898388410635733,-3.3372166488608563,-3.045204211173815,377,402,RSG,SYK,Industrials,Health Care
-5.461328085659404,2.1421643869285935e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,286,EQIX,MKC,Real Estate,Consumer Staples
-5.444184658635031,2.317677078917208e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,286,313,MKC,NKE,Consumer Staples,Consumer Discretionary
-5.44350038063573,2.3249629974683914e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,434,EQIX,VAR,Real Estate,Health Care
-5.441144086992101,2.3502212588568073e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,286,459,MKC,XEL,Consumer Staples,Utilities
-5.430996756149093,2.462051774142387e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,203,EQIX,HD,Real Estate,Consumer Discretionary
-5.427531502878823,2.501403406979021e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,65,313,BLL,NKE,Materials,Consumer Discretionary
-5.425023423323772,2.53026288004782e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,65,149,BLL,EQIX,Materials,Real Estate
-5.423452594416647,2.5485009810236442e-05,-3.898135356263192,-3.337075560219973,-3.045106292875938,130,415,DLTR,TRV,Consumer Discretionary,Financials
-5.422713246994422,2.5571289708672582e-05,-3.8981836720712906,-3.3371024993274014,-3.0451249893133863,103,145,COST,EL,Consumer Staples,Consumer Staples
-5.419925342971037,2.5899170653243866e-05,-3.8990989116140162,-3.3376127159787563,-3.045479078086814,103,106,COST,CRM,Consumer Staples,Information Technology
-5.414234320836593,2.6581108724410648e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,43,103,APD,COST,Materials,Consumer Staples
-5.4054604914037645,2.7666474054326368e-05,-3.8994128758613473,-3.3377877028901564,-3.0456005119954295,152,406,ES,TDG,Utilities,Industrials
-5.404620402914198,2.7772609218784172e-05,-3.898576563999182,-3.3373215442150137,-3.0452770092255412,187,234,GLW,ISRG,Information Technology,Health Care
-5.398946899554868,2.849972943926436e-05,-3.898135356263192,-3.337075560219973,-3.045106292875938,130,435,DLTR,VFC,Consumer Discretionary,Consumer Discretionary
-5.397091730382241,2.8741443541299037e-05,-3.8985368839309005,-3.3372994231893314,-3.045261657189925,0,345,A,PKG,Health Care,Materials
-5.394380452776996,2.909825769082507e-05,-3.8979092766587082,-3.33694950046657,-3.045018803105531,54,215,AZO,HRL,Consumer Discretionary,Consumer Staples
-5.390873705485564,2.956609208922982e-05,-3.8997239856316197,-3.337961079699924,-3.0457208253023356,70,116,C,CXO,Financials,Energy
-5.384252396198245,3.046927103511062e-05,-3.8985887203767784,-3.337328321145713,-3.0452817124183005,224,227,ILMN,INTC,Health Care,Information Technology
-5.382908284016074,3.0655831705951726e-05,-3.9020536428542245,-3.3392587573242927,-3.0466212343993737,372,469,RMD,ZTS,Health Care,Health Care
-5.377800867981434,3.137481653745983e-05,-3.8982729722980025,-3.3371522886168656,-3.045159544162207,251,409,KMX,TIF,Consumer Discretionary,Consumer Discretionary
-5.377491177418792,3.141893075955709e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,101,373,COO,ROK,Health Care,Industrials
-5.37264092788458,3.211767250194869e-05,-3.9003711298510346,-3.3383216623867185,-3.045971038099659,103,439,COST,VRSK,Consumer Staples,Industrials
-5.370269583447195,3.246471844465567e-05,-3.8985154261004937,-3.3372874606505394,-3.045253355142332,89,430,CLX,UPS,Consumer Staples,Industrials
-5.369819716755843,3.253096257912475e-05,-3.89815151780025,-3.3370845713465633,-3.045112546839617,228,372,INTU,RMD,Information Technology,Health Care
-5.369182173294896,3.262506559913854e-05,-3.8985887203767784,-3.337328321145713,-3.0452817124183005,224,429,ILMN,UNP,Health Care,Industrials
-5.368426685127261,3.273691687748989e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,373,434,ROK,VAR,Industrials,Health Care
-5.351179894529041,3.539307858108407e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,65,266,BLL,LOW,Materials,Consumer Discretionary
-5.350354233230056,3.552530646757779e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,117,149,D,EQIX,Utilities,Real Estate
-5.3454319628840485,3.632351761105282e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,11,40,ADP,AON,Information Technology,Financials
-5.34480561496899,3.642631752650744e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,6,43,ABT,APD,Health Care,Materials
-5.343868875737708,3.6580583282607725e-05,-3.8986879543247865,-3.3373836409414857,-3.0453201041946087,15,172,AEP,FIS,Utilities,Information Technology
-5.339827747473471,3.7253327062471504e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,83,149,CHD,EQIX,Consumer Staples,Real Estate
-5.334372550567812,3.818038092242538e-05,-3.8993496894573467,-3.3377524877238227,-3.0455760743456315,221,402,ICE,SYK,Financials,Health Care
-5.329647198616354,3.900130790437773e-05,-3.8986851892807475,-3.3373820995429804,-3.045319034473029,95,450,CMS,WLTW,Utilities,Financials
-5.326391276675624,3.957680475918368e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,349,351,PNC,PNW,Financials,Utilities
-5.326202398655921,3.9610439127122863e-05,-3.8983877176139576,-3.337216262488833,-3.045203943026947,251,394,KMX,SRE,Consumer Discretionary,Utilities
-5.323292300193538,4.0132141394841813e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,409,434,TIF,VAR,Consumer Discretionary,Health Care
-5.318332546067928,4.103655590952051e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,313,EQIX,NKE,Real Estate,Consumer Discretionary
-5.310249292598641,4.2552687860709705e-05,-3.897973892438209,-3.336985530617513,-3.045043809434745,83,379,CHD,SBUX,Consumer Staples,Consumer Discretionary
-5.310173083812962,4.25672350098111e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,31,447,AME,WEC,Industrials,Utilities
-5.307720677856262,4.303792445768205e-05,-3.8986851892807475,-3.3373820995429804,-3.045319034473029,131,450,DOV,WLTW,Industrials,Financials
-5.305409647762007,4.3486055947397035e-05,-3.897973892438209,-3.336985530617513,-3.045043809434745,15,379,AEP,SBUX,Utilities,Consumer Discretionary
-5.305323751040001,4.3502798326356056e-05,-3.897973892438209,-3.336985530617513,-3.045043809434745,379,447,SBUX,WEC,Consumer Discretionary,Utilities
-5.301349398581543,4.428426294702008e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,199,312,HAS,NI,Consumer Discretionary,Utilities
-5.300257546362157,4.450130210682816e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,122,149,DGX,EQIX,Health Care,Real Estate
-5.297033665471626,4.5148129933365034e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,142,370,ED,RJF,Utilities,Financials
-5.2966055468745274,4.523470274747494e-05,-3.8985154261004937,-3.3372874606505394,-3.045253355142332,140,430,EBAY,UPS,Information Technology,Industrials
-5.295766866781234,4.5404760662727306e-05,-3.8979205987399563,-3.3369558137874358,-3.045023184806428,222,267,IDXX,LRCX,Health Care,Information Technology
-5.2951683922480965,4.552648793282829e-05,-3.897973892438209,-3.336985530617513,-3.045043809434745,265,379,LNT,SBUX,Utilities,Consumer Discretionary
-5.293918557692273,4.578171134667869e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,43,89,APD,CLX,Materials,Consumer Staples
-5.292059135565227,4.616396210053702e-05,-3.8985929443687497,-3.3373306759276056,-3.045283346636766,149,219,EQIX,HUM,Real Estate,Health Care
-5.290366983536316,4.651449033641579e-05,-3.898685649648952,-3.3373823561794542,-3.045319212577264,281,379,MDLZ,SBUX,Consumer Staples,Consumer Discretionary
-5.2858414515908025,4.7464563057630595e-05,-3.8981469828770385,-3.3370820428319288,-3.0451107919834888,59,133,BDX,DRI,Health Care,Consumer Discretionary
-5.285076510450761,4.76269830263742e-05,-3.897973892438209,-3.336985530617513,-3.045043809434745,152,379,ES,SBUX,Utilities,Consumer Discretionary
-5.283565445114681,4.794939824195157e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,86,312,CI,NI,Health Care,Utilities
-5.281578165411514,4.837661664010215e-05,-3.898685649648952,-3.3373823561794542,-3.045319212577264,249,281,KMB,MDLZ,Consumer Staples,Consumer Staples
-5.2785690557636915,4.9030472334863337e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,101,134,COO,DTE,Health Care,Utilities
-5.277661614482643,4.9229312563167215e-05,-3.8978497032705657,-3.336916281252574,-3.0449957475520155,351,370,PNW,RJF,Utilities,Financials
